2025-04-03 18:40:14.377 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - Starting WgcloudServiceApplication using Java 19.0.2 on LAPTOP-1HFCDDG0 with PID 7408 (D:\Program\easyjava\wgcloud-3.5.7\wgcloud-server\target\classes started by Ho1L0w_By in D:\Program\easyjava\wgcloud-3.5.7)
2025-04-03 20:13:13.740 [http-nio-9999-exec-3] INFO  org.pcap4j.core.PcapHandle - Closed.
2025-04-03 20:13:13.757 [http-nio-9999-exec-3] INFO  org.pcap4j.core.PcapHandle - Closed.
2025-04-03 20:13:14.362 [http-nio-9999-exec-3] INFO  com.wgcloud.analysis.AlarmInfoService - 成功保存报警信息: AlarmInfo{id='7223fb4162734b44be0bedb59c57185d', alarmType='DDos攻击', ipAddress='N/A', ipLocation='-s', requestContentLength=42, createTime=2025-04-03 20:13:13.763, isBlacklist=0}
2025-04-03 20:13:34.342 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-04-03 20:13:34.344 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-04-03 20:13:53.950 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - Starting WgcloudServiceApplication using Java 1.8.0_181 on USER-20240731ZR with PID 12584 (E:\wgcloud-new\wgcloud-3.5.7\wgcloud-agent\target\classes started by Administrator in E:\wgcloud-new\wgcloud-3.5.7)
2025-04-03 20:13:53.951 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - No active profile set, falling back to 1 default profile: "default"
2025-04-03 20:13:53.979 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-04-03 20:13:53.979 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-04-03 20:13:54.558 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9998 (http)
2025-04-03 20:13:54.564 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-04-03 20:13:54.565 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.60]
2025-04-03 20:13:54.615 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/wgcloud-agent] - Initializing Spring embedded WebApplicationContext
2025-04-03 20:13:54.615 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 635 ms
2025-04-03 20:13:54.684 [restartedMain] INFO  org.pcap4j.core.NativeMappings - Pcap4J successfully loaded a native pcap library: WinPcap version 4.1.3 (packet.dll version 4.1.0.2980), based on libpcap version 1.0 branch 1_0_rel0b (20091008)
2025-04-03 20:13:54.839 [restartedMain] WARN  org.pcap4j.core.Pcaps - failed to set hardware filter to non-promiscuous mode
2025-04-03 20:13:54.845 [restartedMain] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.af.inet, use default value: 2
2025-04-03 20:13:54.845 [restartedMain] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.af.inet6, use default value: 23
2025-04-03 20:13:54.845 [restartedMain] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.af.packet, use default value: 17
2025-04-03 20:13:54.845 [restartedMain] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.af.link, use default value: 18
2025-04-03 20:13:54.850 [restartedMain] INFO  org.pcap4j.core.Pcaps - 3 NIF(s) found.
2025-04-03 20:13:54.853 [pool-1-thread-1] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.dlt.raw, use default value: 12
2025-04-03 20:13:54.854 [pool-1-thread-1] INFO  org.pcap4j.core.PcapHandle - Starting loop.
2025-04-03 20:13:54.884 [pool-1-thread-1] INFO  org.pcap4j.packet.factory.PacketFactories - A PacketFactoryBinderProvider implementation is found. ClassLoader: sun.misc.Launcher$AppClassLoader@18b4aac2, URL: file:/D:/apache-maven-3.8.6-bin/apache-maven-3.8.6/repo/org/pcap4j/pcap4j-packetfactory-static/1.8.2/pcap4j-packetfactory-static-1.8.2.jar
2025-04-03 20:13:54.937 [pool-1-thread-1] INFO  org.pcap4j.packet.factory.PacketFactories - Succeeded in PacketFactoryBinderProvider.getBinder()
2025-04-03 20:13:55.354 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-04-03 20:13:55.375 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9998 (http) with context path '/wgcloud-agent'
2025-04-03 20:13:55.382 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - Started WgcloudServiceApplication in 1.722 seconds (JVM running for 2.343)
2025-04-03 20:14:02.401 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - Starting WgcloudServiceApplication using Java 1.8.0_181 on USER-20240731ZR with PID 31180 (E:\wgcloud-new\wgcloud-3.5.7\wgcloud-server\target\classes started by Administrator in E:\wgcloud-new\wgcloud-3.5.7)
2025-04-03 20:14:02.402 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - No active profile set, falling back to 1 default profile: "default"
2025-04-03 20:14:02.443 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-04-03 20:14:02.443 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-04-03 20:14:03.184 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9999 (http)
2025-04-03 20:14:03.190 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-04-03 20:14:03.190 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.60]
2025-04-03 20:14:03.248 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/wgcloud] - Initializing Spring embedded WebApplicationContext
2025-04-03 20:14:03.248 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 804 ms
2025-04-03 20:14:04.008 [restartedMain] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page template: index
2025-04-03 20:14:04.241 [restartedMain] WARN  o.s.b.d.autoconfigure.OptionalLiveReloadServer - Unable to start LiveReload server
2025-04-03 20:14:04.265 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9999 (http) with context path '/wgcloud'
2025-04-03 20:14:04.276 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - Started WgcloudServiceApplication in 2.16 seconds (JVM running for 2.754)
2025-04-03 20:14:23.456 [http-nio-9999-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/wgcloud] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-04-03 20:14:23.457 [http-nio-9999-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-04-03 20:14:23.458 [http-nio-9999-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 0 ms
2025-04-03 20:14:23.513 [http-nio-9999-exec-2] WARN  com.zaxxer.hikari.HikariConfig - HikariPool-1 - idleTimeout has been set but has no effect because the pool is operating as a fixed size pool.
2025-04-03 20:14:23.514 [http-nio-9999-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-04-03 20:14:23.515 [http-nio-9999-exec-2] WARN  com.zaxxer.hikari.util.DriverDataSource - Registered driver with driverClassName=com.mysql.jdbc.Driver was not found, trying direct instantiation.
2025-04-03 20:14:23.589 [http-nio-9999-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-04-03 20:14:34.279 [taskScheduler-3] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务开始----------2025-04-03 20:14:34
2025-04-03 20:14:34.280 [taskScheduler-3] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务结束----------2025-04-03 20:14:34
2025-04-03 20:15:03.732 [taskScheduler-2] INFO  org.pcap4j.core.PcapDumper - Closed.
2025-04-03 20:15:03.733 [taskScheduler-2] INFO  org.pcap4j.core.PcapHandle - Closed.
2025-04-03 20:15:03.821 [http-nio-9999-exec-3] INFO  com.wgcloud.controller.AgentController - Pcap 文件上传成功: E:\wgcloud-new\wgcloud-3.5.7\upload\pcap\1743682503817_capture_20250403201503.pcap
2025-04-03 20:15:03.853 [http-nio-9999-exec-3] INFO  org.pcap4j.core.NativeMappings - Pcap4J successfully loaded a native pcap library: WinPcap version 4.1.3 (packet.dll version 4.1.0.2980), based on libpcap version 1.0 branch 1_0_rel0b (20091008)
2025-04-03 20:15:03.856 [http-nio-9999-exec-3] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.dlt.raw, use default value: 12
2025-04-03 20:15:03.859 [http-nio-9999-exec-3] INFO  org.pcap4j.packet.factory.PacketFactories - A PacketFactoryBinderProvider implementation is found. ClassLoader: sun.misc.Launcher$AppClassLoader@18b4aac2, URL: file:/D:/apache-maven-3.8.6-bin/apache-maven-3.8.6/repo/org/pcap4j/pcap4j-packetfactory-static/1.8.2/pcap4j-packetfactory-static-1.8.2.jar
2025-04-03 20:15:03.896 [http-nio-9999-exec-3] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.af.inet, use default value: 2
2025-04-03 20:15:03.896 [http-nio-9999-exec-3] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.af.inet6, use default value: 23
2025-04-03 20:15:03.896 [http-nio-9999-exec-3] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.af.packet, use default value: 17
2025-04-03 20:15:03.896 [http-nio-9999-exec-3] INFO  org.pcap4j.util.PropertiesLoader - [org/pcap4j/pcap4j.properties] Could not get value by org.pcap4j.af.link, use default value: 18
2025-04-03 20:15:03.918 [http-nio-9999-exec-3] INFO  org.pcap4j.packet.factory.PacketFactories - Succeeded in PacketFactoryBinderProvider.getBinder()
2025-04-03 20:15:03.982 [http-nio-9999-exec-3] INFO  org.pcap4j.core.PcapHandle - Closed.
2025-04-03 20:15:05.568 [http-nio-9999-exec-3] INFO  com.wgcloud.analysis.AlarmInfoService - 成功保存报警信息: AlarmInfo{id='91aa185e6a79491ba9dad3cbf54e42c9', alarmType='文件上传攻击', ipAddress='49.18.116.85', ipLocation='韩国-Seongnam-si', requestContentLength=247, createTime=2025-04-03 20:15:03.984, isBlacklist=0}
2025-04-03 20:15:06.181 [http-nio-9999-exec-3] INFO  com.wgcloud.analysis.AlarmInfoService - 成功保存报警信息: AlarmInfo{id='9cde5fa801014b03815515587a0431d3', alarmType='文件上传攻击', ipAddress='1.215.4.154', ipLocation='韩国-Gwangmyeong-si', requestContentLength=259, createTime=2025-04-03 20:15:05.569, isBlacklist=0}
2025-04-03 20:15:06.806 [http-nio-9999-exec-3] INFO  com.wgcloud.analysis.AlarmInfoService - 成功保存报警信息: AlarmInfo{id='ab1a9823ed4147fba64f5a6bbf36fc78', alarmType='文件上传攻击', ipAddress='46.52.221.217', ipLocation='俄罗斯-莫斯科', requestContentLength=391, createTime=2025-04-03 20:15:06.181, isBlacklist=0}
2025-04-03 20:15:06.839 [http-nio-9999-exec-3] INFO  org.pcap4j.core.PcapHandle - Closed.
2025-04-03 20:15:07.464 [http-nio-9999-exec-3] INFO  com.wgcloud.analysis.AlarmInfoService - 成功保存报警信息: AlarmInfo{id='aa685ee47a4f44f2b397be814f04d185', alarmType='SQL注入攻击', ipAddress='46.72.254.205', ipLocation='俄罗斯联邦-Voronezh', requestContentLength=87, createTime=2025-04-03 20:15:06.839, isBlacklist=0}
2025-04-03 20:15:08.066 [http-nio-9999-exec-3] INFO  com.wgcloud.analysis.AlarmInfoService - 成功保存报警信息: AlarmInfo{id='6d72aaf5ed4a4e28bccfd0c5430a2c18', alarmType='SQL注入攻击', ipAddress='27.41.41.140', ipLocation='中国-广州市', requestContentLength=93, createTime=2025-04-03 20:15:07.464, isBlacklist=0}
2025-04-03 20:15:08.696 [http-nio-9999-exec-3] INFO  com.wgcloud.analysis.AlarmInfoService - 成功保存报警信息: AlarmInfo{id='46a9db693e9c4c33abcff8c3c7ecb947', alarmType='SQL注入攻击', ipAddress='31.221.55.248', ipLocation='英国-Hackney', requestContentLength=117, createTime=2025-04-03 20:15:08.067, isBlacklist=0}
2025-04-03 20:15:08.744 [http-nio-9999-exec-3] INFO  org.pcap4j.core.PcapHandle - Closed.
2025-04-03 20:15:08.762 [http-nio-9999-exec-3] INFO  org.pcap4j.core.PcapHandle - Closed.
2025-04-03 20:15:09.414 [http-nio-9999-exec-3] INFO  com.wgcloud.analysis.AlarmInfoService - 成功保存报警信息: AlarmInfo{id='91f4ae4971ab49cd99a16c886ea8f4c7', alarmType='DDos攻击', ipAddress='N/A', ipLocation='-s', requestContentLength=42, createTime=2025-04-03 20:15:08.776, isBlacklist=0}
2025-04-03 20:15:34.288 [taskScheduler-6] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务开始----------2025-04-03 20:15:34
2025-04-03 20:15:34.288 [taskScheduler-4] INFO  com.wgcloud.task.ScheduledTask - heathMonitorTask------------2025-04-03 20:15:34
2025-04-03 20:15:34.341 [taskScheduler-6] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务结束----------2025-04-03 20:15:34
2025-04-03 20:16:34.280 [taskScheduler-1] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务开始----------2025-04-03 20:16:34
2025-04-03 20:16:34.280 [taskScheduler-1] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务结束----------2025-04-03 20:16:34
2025-04-03 20:17:03.472 [taskScheduler-3] INFO  org.pcap4j.core.PcapDumper - Closed.
2025-04-03 20:17:03.472 [taskScheduler-3] INFO  org.pcap4j.core.PcapHandle - Closed.
2025-04-03 20:17:03.540 [http-nio-9999-exec-7] INFO  com.wgcloud.controller.AgentController - Pcap 文件上传成功: E:\wgcloud-new\wgcloud-3.5.7\upload\pcap\1743682623535_capture_20250403201703.pcap
2025-04-03 20:17:03.575 [http-nio-9999-exec-7] INFO  org.pcap4j.core.PcapHandle - Closed.
2025-04-03 20:17:04.917 [http-nio-9999-exec-7] INFO  com.wgcloud.analysis.AlarmInfoService - 成功保存报警信息: AlarmInfo{id='2c85dba975a24a6b9ce13322fd118f90', alarmType='文件上传攻击', ipAddress='49.18.116.85', ipLocation='韩国-Seongnam-si', requestContentLength=247, createTime=2025-04-03 20:17:03.575, isBlacklist=0}
2025-04-03 20:17:05.496 [http-nio-9999-exec-7] INFO  com.wgcloud.analysis.AlarmInfoService - 成功保存报警信息: AlarmInfo{id='e720edc481574c2cbda0ba184147e098', alarmType='文件上传攻击', ipAddress='1.215.4.154', ipLocation='韩国-Gwangmyeong-si', requestContentLength=259, createTime=2025-04-03 20:17:04.917, isBlacklist=0}
2025-04-03 20:17:06.182 [http-nio-9999-exec-7] INFO  com.wgcloud.analysis.AlarmInfoService - 成功保存报警信息: AlarmInfo{id='fbde5e6a158543a1927067bc6a51eef6', alarmType='文件上传攻击', ipAddress='46.52.221.217', ipLocation='俄罗斯-莫斯科', requestContentLength=391, createTime=2025-04-03 20:17:05.496, isBlacklist=0}
2025-04-03 20:17:06.212 [http-nio-9999-exec-7] INFO  org.pcap4j.core.PcapHandle - Closed.
2025-04-03 20:17:07.016 [http-nio-9999-exec-7] INFO  com.wgcloud.analysis.AlarmInfoService - 成功保存报警信息: AlarmInfo{id='dcefce40cd204cb4a9b5ca1680b4ead7', alarmType='SQL注入攻击', ipAddress='46.72.254.205', ipLocation='俄罗斯联邦-Voronezh', requestContentLength=87, createTime=2025-04-03 20:17:06.213, isBlacklist=0}
2025-04-03 20:17:07.724 [http-nio-9999-exec-7] INFO  com.wgcloud.analysis.AlarmInfoService - 成功保存报警信息: AlarmInfo{id='45d14fabcfc34241af46bcec6ba291ea', alarmType='SQL注入攻击', ipAddress='27.41.41.140', ipLocation='中国-广州市', requestContentLength=93, createTime=2025-04-03 20:17:07.017, isBlacklist=0}
2025-04-03 20:17:08.332 [http-nio-9999-exec-7] INFO  com.wgcloud.analysis.AlarmInfoService - 成功保存报警信息: AlarmInfo{id='7d9c25f8ba004177812f4fe5a6f806ef', alarmType='SQL注入攻击', ipAddress='31.221.55.248', ipLocation='英国-Hackney', requestContentLength=117, createTime=2025-04-03 20:17:07.725, isBlacklist=0}
2025-04-03 20:17:08.364 [http-nio-9999-exec-7] INFO  org.pcap4j.core.PcapHandle - Closed.
2025-04-03 20:17:08.379 [http-nio-9999-exec-7] INFO  org.pcap4j.core.PcapHandle - Closed.
2025-04-03 20:17:09.053 [http-nio-9999-exec-7] INFO  com.wgcloud.analysis.AlarmInfoService - 成功保存报警信息: AlarmInfo{id='cc7dc8a04c574abf92d4999b002973ad', alarmType='DDos攻击', ipAddress='N/A', ipLocation='-s', requestContentLength=42, createTime=2025-04-03 20:17:08.386, isBlacklist=0}
2025-04-03 20:17:34.286 [taskScheduler-3] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务开始----------2025-04-03 20:17:34
2025-04-03 20:17:34.322 [taskScheduler-3] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务结束----------2025-04-03 20:17:34
2025-04-03 20:18:34.290 [taskScheduler-2] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务开始----------2025-04-03 20:18:34
2025-04-03 20:18:34.290 [taskScheduler-2] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务结束----------2025-04-03 20:18:34
2025-04-03 20:19:05.033 [taskScheduler-2] INFO  org.pcap4j.core.PcapDumper - Closed.
2025-04-03 20:19:05.033 [taskScheduler-2] INFO  org.pcap4j.core.PcapHandle - Closed.
2025-04-03 20:19:05.115 [http-nio-9999-exec-2] ERROR o.a.c.c.C.[.[.[/wgcloud].[dispatcherServlet] - Servlet.service() for servlet [dispatcherServlet] in context with path [/wgcloud] threw exception [Request processing failed; nested exception is org.springframework.web.multipart.MaxUploadSizeExceededException: Maximum upload size exceeded; nested exception is java.lang.IllegalStateException: org.apache.tomcat.util.http.fileupload.impl.SizeLimitExceededException: the request was rejected because its size (89821981) exceeds the configured maximum (52428800)] with root cause
org.apache.tomcat.util.http.fileupload.impl.SizeLimitExceededException: the request was rejected because its size (89821981) exceeds the configured maximum (52428800)
	at org.apache.tomcat.util.http.fileupload.impl.FileItemIteratorImpl.init(FileItemIteratorImpl.java:161)
	at org.apache.tomcat.util.http.fileupload.impl.FileItemIteratorImpl.getMultiPartStream(FileItemIteratorImpl.java:205)
	at org.apache.tomcat.util.http.fileupload.impl.FileItemIteratorImpl.findNextItem(FileItemIteratorImpl.java:224)
	at org.apache.tomcat.util.http.fileupload.impl.FileItemIteratorImpl.<init>(FileItemIteratorImpl.java:142)
	at org.apache.tomcat.util.http.fileupload.FileUploadBase.getItemIterator(FileUploadBase.java:252)
	at org.apache.tomcat.util.http.fileupload.FileUploadBase.parseRequest(FileUploadBase.java:276)
	at org.apache.catalina.connector.Request.parseParts(Request.java:2932)
	at org.apache.catalina.connector.Request.getParts(Request.java:2834)
	at org.apache.catalina.connector.RequestFacade.getParts(RequestFacade.java:1098)
	at org.springframework.web.multipart.support.StandardMultipartHttpServletRequest.parseRequest(StandardMultipartHttpServletRequest.java:95)
	at org.springframework.web.multipart.support.StandardMultipartHttpServletRequest.<init>(StandardMultipartHttpServletRequest.java:88)
	at org.springframework.web.multipart.support.StandardServletMultipartResolver.resolveMultipart(StandardServletMultipartResolver.java:122)
	at org.springframework.web.servlet.DispatcherServlet.checkMultipart(DispatcherServlet.java:1205)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1039)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:963)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1006)
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:909)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:681)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:883)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:764)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:227)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at com.wgcloud.filter.AuthRestFilter.doFilter(AuthRestFilter.java:51)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:197)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:97)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:541)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:135)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:78)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:360)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:889)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1743)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.lang.Thread.run(Thread.java:748)
2025-04-03 20:19:34.283 [taskScheduler-9] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务开始----------2025-04-03 20:19:34
2025-04-03 20:19:34.314 [taskScheduler-9] INFO  com.wgcloud.task.ScheduledTask - 批量提交监控数据任务结束----------2025-04-03 20:19:34
2025-04-03 20:20:30.815 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-04-03 20:20:30.818 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-04-03 20:21:33.289 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - Starting WgcloudServiceApplication using Java 1.8.0_181 on USER-20240731ZR with PID 29468 (E:\wgcloud-new\wgcloud-3.5.7\wgcloud-server\target\classes started by Administrator in E:\wgcloud-new\wgcloud-3.5.7)
2025-04-03 20:21:33.290 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - No active profile set, falling back to 1 default profile: "default"
2025-04-03 20:21:33.333 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-04-03 20:21:33.333 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-04-03 20:21:34.090 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9999 (http)
2025-04-03 20:21:34.095 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-04-03 20:21:34.095 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.60]
2025-04-03 20:21:34.151 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/wgcloud] - Initializing Spring embedded WebApplicationContext
2025-04-03 20:21:34.152 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 819 ms
2025-04-03 20:21:34.919 [restartedMain] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page template: index
2025-04-03 20:21:35.138 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-04-03 20:21:35.161 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9999 (http) with context path '/wgcloud'
2025-04-03 20:21:35.172 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - Started WgcloudServiceApplication in 2.182 seconds (JVM running for 2.778)
2025-04-03 20:21:37.750 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - Starting WgcloudServiceApplication using Java 1.8.0_181 on USER-20240731ZR with PID 27284 (E:\wgcloud-new\wgcloud-3.5.7\wgcloud-agent\target\classes started by Administrator in E:\wgcloud-new\wgcloud-3.5.7)
2025-04-03 20:21:37.751 [restartedMain] INFO  com.wgcloud.WgcloudServiceApplication - No active profile set, falling back to 1 default profile: "default"
2025-04-03 20:21:37.782 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-04-03 20:21:37.782 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-04-03 20:21:38.370 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9998 (http)
